00,0,南宫娟,39.66,90.92,96.94,00
00,0,南宫娟,78.24,30.86,38.90,01
00,0,南宫娟,90.30,70.81,94.88,02
00,0,南宫娟,55.11,53.96,62.03,03
00,1,申振海,93.15,66.86,72.49,00
00,1,申振海,41.30,40.62,41.06,01
00,1,申振海,37.04,31.68,85.57,02
00,1,申振海,66.95,32.83,57.09,03
00,2,房强,87.03,78.67,35.38,00
00,2,房强,42.18,95.38,85.95,01
00,2,房强,31.32,90.99,55.57,02
00,2,房强,81.52,52.02,85.93,03
00,3,亢敏,30.95,61.89,97.57,00
00,3,亢敏,71.73,42.22,74.15,01
00,3,亢敏,99.77,96.05,67.07,02
00,3,亢敏,35.15,95.33,72.77,03
00,4,商志泽,84.75,75.54,93.94,00
00,4,商志泽,79.20,42.04,54.88,01
00,4,商志泽,88.37,39.22,45.25,02
00,4,商志泽,50.86,48.43,31.30,03
00,5,叶强,76.84,95.25,63.54,00
00,5,叶强,74.63,59.64,79.68,01
00,5,叶强,49.57,46.68,84.28,02
00,5,叶强,33.44,41.13,77.49,03
00,6,南门涵润,63.81,51.47,45.14,00
00,6,南门涵润,49.82,72.90,91.16,01
00,6,南门涵润,42.34,72.11,49.92,02
00,6,南门涵润,84.11,95.43,74.14,03
00,7,袁艳,34.85,38.37,54.25,00
00,7,袁艳,72.08,88.45,30.00,01
00,7,袁艳,65.11,48.93,70.28,02
00,7,袁艳,90.49,84.95,31.53,03
00,8,昌翰海,37.10,70.73,91.71,00
00,8,昌翰海,67.65,90.11,79.94,01
00,8,昌翰海,32.16,32.56,46.54,02
00,8,昌翰海,81.09,90.39,39.60,03
00,9,柴刚,74.16,41.17,91.48,00
00,9,柴刚,95.44,40.89,68.64,01
00,9,柴刚,87.07,84.68,46.46,02
00,9,柴刚,88.81,68.59,44.98,03
01,0,饶炫明,36.87,74.26,31.46,00
01,0,饶炫明,58.83,54.46,61.35,01
01,0,饶炫明,56.22,52.80,65.36,02
01,0,饶炫明,85.02,86.88,81.46,03
01,1,慎茂彦,83.89,78.08,32.55,00
01,1,慎茂彦,50.55,79.36,42.89,01
01,1,慎茂彦,62.08,46.60,54.79,02
01,1,慎茂彦,99.38,36.72,78.50,03
01,2,方擎宇,40.74,35.46,50.32,00
01,2,方擎宇,67.31,63.69,64.37,01
01,2,方擎宇,69.22,73.06,78.19,02
01,2,方擎宇,74.36,42.26,97.58,03
01,3,昌修洁,52.50,78.14,97.76,00
01,3,昌修洁,77.69,39.08,89.99,01
01,3,昌修洁,62.21,52.76,96.76,02
01,3,昌修洁,92.37,97.28,76.11,03
01,4,暴智宸,82.62,67.29,44.04,00
01,4,暴智宸,95.91,89.55,83.33,01
01,4,暴智宸,66.98,88.46,54.52,02
01,4,暴智宸,30.82,79.89,55.39,03
01,5,窦雨泽,80.54,91.85,49.09,00
01,5,窦雨泽,94.57,81.21,36.43,01
01,5,窦雨泽,50.29,91.75,77.33,02
01,5,窦雨泽,33.63,42.31,59.62,03
01,6,羿涛,79.72,97.34,32.39,00
01,6,羿涛,78.33,90.81,57.16,01
01,6,羿涛,65.65,80.01,62.13,02
01,6,羿涛,64.91,82.07,32.65,03
01,7,锺子晋,58.12,51.62,55.16,00
01,7,锺子晋,39.04,97.94,79.45,01
01,7,锺子晋,56.86,80.70,44.51,02
01,7,锺子晋,81.58,80.43,64.87,03
01,8,丰荣轩,67.72,74.78,45.11,00
01,8,丰荣轩,92.42,86.87,61.73,01
01,8,丰荣轩,74.55,57.04,51.94,02
01,8,丰荣轩,89.48,64.96,53.09,03
01,9,司徒静,69.48,86.77,33.68,00
01,9,司徒静,37.64,40.90,58.59,01
01,9,司徒静,65.22,63.60,45.77,02
01,9,司徒静,68.45,34.90,36.47,03
02,0,祁彭泽,44.82,69.59,61.26,00
02,0,祁彭泽,91.21,40.97,64.69,01
02,0,祁彭泽,94.36,88.21,70.89,02
02,0,祁彭泽,38.54,57.02,55.25,03
02,1,蓟志泽,62.20,70.22,63.91,00
02,1,蓟志泽,42.79,91.12,81.46,01
02,1,蓟志泽,44.38,81.81,52.16,02
02,1,蓟志泽,42.42,38.85,34.79,03
02,2,步新翰,89.97,76.75,76.50,00
02,2,步新翰,66.92,36.21,87.73,01
02,2,步新翰,50.23,49.00,62.39,02
02,2,步新翰,74.48,89.45,53.13,03
02,3,巫荣轩,78.95,48.71,72.28,00
02,3,巫荣轩,60.30,40.83,85.49,01
02,3,巫荣轩,43.45,99.72,71.33,02
02,3,巫荣轩,39.43,35.47,48.26,03
02,4,居丽,91.82,63.44,57.86,00
02,4,居丽,43.00,89.67,39.39,01
02,4,居丽,70.40,79.14,52.13,02
02,4,居丽,98.44,55.81,63.05,03
02,5,江涵润,69.02,68.72,93.86,00
02,5,江涵润,97.98,77.18,34.15,01
02,5,江涵润,32.41,74.16,54.37,02
02,5,江涵润,69.84,82.41,36.33,03
02,6,隗旭尧,91.99,49.38,82.09,00
02,6,隗旭尧,65.50,62.14,63.93,01
02,6,隗旭尧,90.90,37.29,68.79,02
02,6,隗旭尧,67.72,90.03,61.19,03
02,7,阳雨泽,66.74,66.15,79.07,00
02,7,阳雨泽,67.61,93.84,72.38,01
02,7,阳雨泽,35.44,83.57,33.89,02
02,7,阳雨泽,42.32,31.58,33.62,03
02,8,乐弘文,62.45,55.14,79.39,00
02,8,乐弘文,77.53,85.31,94.87,01
02,8,乐弘文,33.10,78.66,37.90,02
02,8,乐弘文,67.01,83.12,84.85,03
02,9,阎雪风,97.69,63.15,84.60,00
02,9,阎雪风,41.05,93.24,86.14,01
02,9,阎雪风,54.57,88.54,99.52,02
02,9,阎雪风,56.38,70.59,81.60,03
03,0,宿艳,63.59,99.38,88.78,00
03,0,宿艳,87.47,56.84,78.17,01
03,0,宿艳,60.26,61.82,93.54,02
03,0,宿艳,97.99,44.82,98.54,03
03,1,郗杰,56.55,64.51,42.14,00
03,1,郗杰,43.84,77.37,51.60,01
03,1,郗杰,79.06,55.66,61.10,02
03,1,郗杰,95.44,70.19,33.18,03
03,2,东方君昊,79.77,47.07,72.64,00
03,2,东方君昊,77.72,70.63,78.91,01
03,2,东方君昊,80.52,69.27,90.57,02
03,2,东方君昊,53.29,65.57,92.94,03
03,3,和娜,80.65,63.76,63.80,00
03,3,和娜,84.90,32.61,77.69,01
03,3,和娜,99.40,52.61,65.22,02
03,3,和娜,44.34,63.04,88.68,03
03,4,郑修为,39.76,50.72,58.29,00
03,4,郑修为,54.37,76.81,62.50,01
03,4,郑修为,38.72,64.09,59.45,02
03,4,郑修为,87.21,41.93,45.99,03
03,5,阴敏博,90.69,48.44,56.13,00
03,5,阴敏博,31.61,91.50,71.29,01
03,5,阴敏博,39.47,78.65,70.40,02
03,5,阴敏博,72.64,53.17,73.66,03
03,6,黎奇邃,56.50,74.71,66.80,00
03,6,黎奇邃,68.52,72.61,90.38,01
03,6,黎奇邃,42.76,52.05,76.09,02
03,6,黎奇邃,89.80,44.70,92.34,03
03,7,蒋思源,67.80,89.76,48.13,00
03,7,蒋思源,88.84,65.12,97.26,01
03,7,蒋思源,99.08,31.11,73.16,02
03,7,蒋思源,49.55,30.14,53.98,03
03,8,符冠宇,44.47,80.31,41.19,00
03,8,符冠宇,68.64,54.36,47.06,01
03,8,符冠宇,65.35,97.22,88.87,02
03,8,符冠宇,84.85,35.74,34.20,03
03,9,滕哲瀚,92.40,32.80,96.88,00
03,9,滕哲瀚,67.90,81.04,36.13,01
03,9,滕哲瀚,35.89,46.61,71.37,02
03,9,滕哲瀚,47.77,35.65,42.99,03
04,0,国冠宇,86.42,32.03,31.04,00
04,0,国冠宇,92.31,69.40,64.17,01
04,0,国冠宇,49.74,65.40,51.15,02
04,0,国冠宇,43.73,81.67,37.95,03
04,1,郝学真,54.94,47.37,49.06,00
04,1,郝学真,49.90,67.19,42.21,01
04,1,郝学真,31.07,33.82,31.32,02
04,1,郝学真,62.72,45.37,96.29,03
04,2,汤勇,66.11,84.61,40.66,00
